person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Lucian Eftimie,lucianeftimie,lucianeftimie@141.ro,4851209520632,1930-02-05,"Aleea Oprea Nr. 655 Bl. 55  Sc. 13 Ap. 843, Borcea, 679489",0235 310 770,10:63:bd:2d:7b:a6,55.13.97.228,RO57XBLW3676092918449986,2024-07-25 20:29:06,1731,889,779,1425912,e5143c86-06df-4d6f-92d0-8468aa066132
Vladimir Suciu,vladimirsuciu,vladimirsuciu@kappa.ro,5730516141442,1925-07-05,"Soseaua Timea Stancu Nr. 404, Pecica, 295131",0742 512 913,2d:88:a6:6c:31:4c,12.33.153.170,RO67VGKP0989464711735221,2025-03-06 10:37:34,4084,603,489,666395,f8bf9c77-0553-4d6f-b7de-497455b4d69b
Florența Tudor,florențatudor,florențatudor@zzup.ro,4840409071388,1975-10-03,"Drumul Barbu Nr. 82 Bl. 12  Sc. 50 Ap. 668, Targu Lapus, 171536",0726 388 364,c7:69:b1:d9:33:93,35.177.147.23,RO02AWBP9557265368836142,2025-02-11 20:40:08,32893,97,543,302092,ef98f463-a849-48ff-9431-719e3e46bd02
Dochia Georgescu,dochiageorgescu,dochiageorgescu@post.ro,4380907044414,1972-06-06,"Intrarea Toma Nr. 40, Baile Borsa, 699191",0733 128 644,b4:a1:52:bf:5b:eb,31.190.42.195,RO15EHAM6633293309236343,2025-01-21 07:26:17,12295,288,207,759886,726d5b47-5ec0-4764-9f26-6808d4144bb6
Ion Mocanu,ionmocanu,ionmocanu@kappa.ro,7950818364344,1965-10-13,"Intrarea Aanei Nr. 381 Bl. 54  Sc. 57 Ap. 845, Campia Turzii, 463289",0742 193 927,e5:3a:1f:77:10:8b,132.134.205.212,RO18NSTG0988078738743167,2024-06-17 10:12:09,27491,570,576,735211,c417ffa3-54b8-4e75-a66c-403e54cfb2f0
Dana Cristea,danacristea,danacristea@zzup.ro,6491004170227,2000-04-10,"Strada Diaconescu Nr. 283, Suceava, 600336",0741 736 724,bf:cd:b2:df:7e:30,125.5.174.149,RO16CCKK3903411002380825,2024-11-28 09:21:27,31450,697,550,323786,4a4bb289-78a4-4b68-8eb9-7fa84a70da26
Lăcrămioara Toma,lăcrămioaratoma,lăcrămioaratoma@141.ro,1860219361818,1934-03-05,"Aleea Nistor Nr. 91, Cajvana, 257476",0728 722 028,72:96:79:82:89:43,218.31.131.164,RO74YABU2716182159988274,2024-04-20 17:18:44,7205,239,253,1906276,67f6cd2d-406a-4414-a082-06e876f2f3e1
Iosefina Popescu,iosefinapopescu,iosefinapopescu@email.ro,4281229516377,1934-03-04,"Intrarea Dinu, Branesti, 590588",0254 312 608,bb:01:b3:bb:50:87,157.108.163.71,RO24NXRV6750047685476794,2024-06-23 19:12:18,5000,644,516,356442,51ddb288-2c44-4b6d-96d0-462c8bd6a077
Xenia Stan,xeniastan,xeniastan@email.ro,7080428088885,1949-11-29,"Drumul Emilia Pușcașu, Siria, 212040",0721 940 201,fc:e3:c9:03:91:9b,34.93.186.234,RO57IMUL4877768912856223,2025-03-05 17:33:25,6468,749,129,854838,543dcbcd-027c-48d4-a732-390a1023885e
Timotei Tabacu,timoteitabacu,timoteitabacu@post.ro,5690202171861,1972-11-26,"Strada Liana Dima Nr. 111 Bl. 34  Sc. 74 Ap. 134, Husi, 258049",0754 611 890,c8:44:1a:17:f5:a7,143.120.36.20,RO27QIUD9099990857965235,2024-10-23 06:11:46,490,910,347,630496,a602c3d3-be17-4eb2-965e-5cc3a638da7f
Șerban Mazilescu,șerbanmazilescu,șerbanmazilescu@zzup.ro,8901013141985,2000-12-22,"Drumul Georgescu Nr. 74 Bl. 29  Sc. 36 Ap. 542, Deta, 900819",0746 486 340,0a:0f:e8:a0:b3:69,220.217.27.214,RO94DZAK8753623165319759,2024-10-01 09:45:08,35154,115,151,335599,7e514cd1-38eb-4360-a5ea-38d165483167
Bebe Barbu,bebebarbu,bebebarbu@email.ro,2900821347173,1965-02-11,"Strada Albu Nr. 16 Bl. 18  Sc. 71 Ap. 277, Popesti-Leordeni, 668322",0231 746 855,8f:fd:73:71:af:22,40.178.183.79,RO61CEBD1973655869562590,2025-03-24 22:32:24,30733,415,235,263231,b6a7b149-6ebc-4f88-814c-65603d0317e0
Visarion Ene,visarionene,visarionene@gmail.com,2580718269564,1956-09-07,"Soseaua Ionescu Nr. 196 Bl. 11  Sc. 44 Ap. 147, Feldru, 158635",0737 202 624,4b:6e:6f:ba:19:be,191.38.167.113,RO75WOFA6820679685352422,2025-02-17 00:59:57,15889,1,443,814775,918406a4-adf1-44ee-8f5b-36f77654001c
Gelu Aanei,geluaanei,geluaanei@141.ro,1011201355481,1934-06-18,"Strada Stancu, Ineu, 318373",0711 243 993,41:ed:61:de:a5:53,163.161.152.234,RO96TJXX9448765718637452,2024-11-18 13:15:58,17590,805,31,1323777,a8f68b08-1758-479c-a2b3-eb656a8f2c6e
Maia Voinea,maiavoinea,maiavoinea@zzup.ro,8361023315513,1937-07-09,"Drumul Flora Albu, Teius, 137852",0738 127 896,4f:04:cd:c3:ab:9c,192.78.191.105,RO78CCJX6666114163634690,2024-05-08 04:54:58,3772,613,163,187565,3140ca4d-5606-4d79-a09d-2974a9e20c16
Dominic Ionescu,dominicionescu,dominicionescu@kappa.ro,5430730448441,1914-10-06,"Drumul Ioniță Nr. 239 Bl. 39  Sc. 61 Ap. 573, Fieni, 823992",0745 700 783,31:35:6f:a8:d0:57,219.41.200.107,RO88RTYX0734352746117268,2024-08-28 05:42:44,23163,950,374,1351038,1dd82e2d-1bb9-4e43-b016-149805173a6f
Georgia Popa,georgiapopa,georgiapopa@kappa.ro,7580417133060,1959-12-22,"Strada Nistor Nr. 123 Bl. 14  Sc. 52 Ap. 554, Vicovu de Sus, 293171",0721 294 301,17:61:11:40:53:a5,24.157.108.29,RO73VULE9858636926734123,2024-12-26 06:40:21,3601,623,59,1537245,a29a9ad6-cfe2-4cda-b167-4db5c2391f95
Lucențiu Voinea,lucențiuvoinea,lucențiuvoinea@141.ro,6311022205813,1925-07-31,"Intrarea Varvara Ene, Moisei, 467452",0720 850 463,84:d2:ea:79:49:bd,147.221.90.197,RO57FVTE3791396642882969,2025-03-08 01:10:50,11943,397,23,505236,782f4fb6-1ffc-41eb-a695-92aeed6fa6c7
Aglaia Cristea,aglaiacristea,aglaiacristea@gmail.com,8090802207582,1982-05-09,"Aleea Ionescu Nr. 80, Hateg, 701108",0253 352 581,d8:43:04:fa:93:88,74.53.154.245,RO79QTQF2852580598705214,2025-02-12 22:04:09,18770,390,182,128348,585697b7-0121-4287-b95c-1b450197ca9a
Rebeca Stoica,rebecastoica,rebecastoica@post.ro,3660328103197,1935-02-09,"Drumul Nistor Nr. 66, Buhusi, 604928",0740 042 134,39:7d:83:c2:df:4d,106.124.20.191,RO39FFJO8786833262516117,2024-06-13 23:48:43,23498,371,320,1701747,24e3ae79-2241-4381-8413-e0631989057f
Nicușor Diaconu,nicușordiaconu,nicușordiaconu@acasa.ro,7721024155551,2001-01-23,"Aleea Cantemir Dumitrescu Nr. 327 Bl. 74  Sc. 48 Ap. 987, Blaj, 895928",0766 353 710,46:6a:74:66:00:77,187.96.86.152,RO50BFEQ9544947252212449,2025-01-20 23:22:41,33142,279,376,1643541,41be55ec-5d1b-4fc0-b542-49d1f03a427c
Francisc Cristea,francisccristea,francisccristea@kappa.ro,5810815081445,1994-03-11,"Aleea Barbu Nr. 578, Campulung, 806813",0758 641 058,3a:d7:d6:12:14:f5,128.164.7.11,RO19STRI8818188557929123,2024-12-02 09:42:27,9846,804,666,805589,e421e63f-41ef-409f-a5a2-1e6cbf5e4cb0
Mihail Voinea,mihailvoinea,mihailvoinea@post.ro,2200227159407,1952-02-03,"Drumul Eftimie, Urziceni, 957454",0233 333 473,0a:dc:84:d2:72:f3,6.170.226.197,RO51EWDP8000006707543594,2024-09-02 17:53:03,828,798,504,353238,198081fa-6c7e-4a7d-8a5d-9274e54cf113
Petru Pușcașu,petrupușcașu,petrupușcașu@acasa.ro,5031013454289,1931-01-30,"Drumul Stănescu Nr. 14 Bl. 88  Sc. 19 Ap. 662, Huedin, 892319",0268 308 208,bd:3b:8b:2d:cd:e7,207.139.26.193,RO07VAAT8728581494840610,2024-04-28 10:14:25,2757,390,425,1916293,74302cb1-e602-4e9a-b57a-5f4ed5fc7035
Sandu Dumitrescu,sandudumitrescu,sandudumitrescu@141.ro,3470628085107,1911-09-25,"Drumul Melania Voinea Nr. 217 Bl. 80  Sc. 96 Ap. 969, Pipera (Voluntari), 801790",0729 998 006,bf:16:9c:a6:7a:1d,123.4.237.170,RO41VHAN6208640981232710,2025-02-03 13:24:01,20304,136,738,1779075,06546012-c57f-48d0-890a-25de5fa3336d
Viorica Toma,vioricatoma,vioricatoma@zzup.ro,7641224085925,2002-03-22,"Strada Nemeș Nr. 33, Bumbesti-Jiu, 575542",0256 845 982,1d:f5:d6:80:c4:dd,80.45.212.10,RO48SIFI9742229764590072,2024-10-17 06:00:06,21354,712,718,1144887,0196af4c-9214-46fe-bc36-4d39805a617d
Cristobal Diaconu,cristobaldiaconu,cristobaldiaconu@141.ro,4181011354161,1986-12-23,"Soseaua Eftimie Dima, Sadova, 433769",0760 641 312,be:d4:62:fb:fc:0c,148.90.96.167,RO84LHJH6255047483911363,2024-05-05 21:05:46,5249,818,426,1495433,249732c7-c10d-45ae-b969-bc460aa89210
Elodia Barbu,elodiabarbu,elodiabarbu@141.ro,3521207408530,1991-08-29,"Strada Mihaela Diaconescu Nr. 12 Bl. 59  Sc. 17 Ap. 988, Piatra-Neamt, 422819",0240 522 846,b6:8f:c6:b7:b0:56,115.5.231.207,RO75YZLN1201498331842734,2025-03-10 21:31:35,10846,125,0,1315195,3338be14-3545-4676-a640-d43a7480989b
Camelia Ababei,cameliaababei,cameliaababei@post.ro,4560209211084,2006-07-08,"Aleea Marin Nr. 655, Oravita, 219122",0763 107 206,7b:d1:38:45:9e:c0,148.132.77.156,RO66VYDC0007357099296918,2024-11-16 15:58:40,4235,503,615,162682,b4747559-22fb-4721-97ff-b25f91ec9470
Dacian Eftimie,dacianeftimie,dacianeftimie@post.ro,3601129458222,1926-11-05,"Bulevardul Dobre Nr. 88, Breaza de Sus, 540189",0245 622 970,61:9e:c7:ca:b9:06,201.238.130.179,RO78OCOT8711180474605886,2025-01-17 23:40:11,12104,640,279,1618889,ab9a0039-ccd6-4525-b1b3-3678135bde22
Eduard Ardelean,eduardardelean,eduardardelean@zzup.ro,1581028254452,2009-03-01,"Strada Florea Nr. 36 Bl. 68  Sc. 93 Ap. 142, Satu Mare, 410218",0731 673 839,65:30:18:e0:be:30,30.204.186.153,RO53TUYE4169156397074355,2024-12-27 11:32:46,14159,949,597,1158833,d644bc64-5c1a-4ce0-8b09-7b96646d4b07
Vasilica Ene,vasilicaene,vasilicaene@email.ro,3400210388246,1932-12-14,"Aleea Pușcașu Nr. 49, Targu Lapus, 991718",0753 991 715,ce:92:b4:bd:07:f7,141.246.151.184,RO97SGOS5966435714367250,2024-05-08 16:21:42,17537,500,726,599341,0d7d13b4-d2c9-49b1-a9b5-1ca8a33578a3
Violeta Diaconescu,violetadiaconescu,violetadiaconescu@email.ro,2070722048189,1989-10-19,"Aleea Diaconescu Nr. 356 Bl. 96  Sc. 40 Ap. 937, Moinesti, 375050",0745 951 205,73:71:bc:7d:fb:f4,205.185.91.46,RO85DZHW5665696719202247,2024-06-22 21:33:35,15612,707,314,591485,0d22e401-80b5-4f34-95c6-7bb8cbc2ea53
Gabriel Preda,gabrielpreda,gabrielpreda@zzup.ro,4970317144818,1981-02-25,"Intrarea Niță Nr. 981, Talmaciu, 302853",0759 995 314,ec:76:1c:4c:e1:6f,113.56.32.166,RO87SMLD4690976734221480,2024-08-24 22:54:27,29590,200,402,638596,632b05be-66b1-47a6-a5e7-5a9f2a57a913
Eleonora Preda,eleonorapreda,eleonorapreda@zzup.ro,8311005361188,1983-12-09,"Bulevardul Pușcașu Nr. 996, Vulcan, 443956",0236 366 965,af:74:db:d7:3f:6c,210.18.205.63,RO05XRHA4176957667175406,2024-07-22 17:22:36,23856,456,718,29295,b9a713c7-37d7-4076-b020-68a4d08c1535
Eva Nistor,evanistor,evanistor@acasa.ro,3000202367658,2016-11-01,"Bulevardul Raluca Florea Nr. 150, Calan, 973893",0237 302 455,4b:d4:53:7d:17:1f,178.170.138.213,RO35QIMS8564978513169156,2025-01-17 07:20:13,2537,126,482,824292,54b02401-6adb-46f1-8ad3-935d6d01042b
Achim Voinea,achimvoinea,achimvoinea@gmail.com,6060206190899,1984-03-03,"Aleea Cristea Nemeș Nr. 41, Corabia, 792873",0737 923 799,f1:2d:8d:f2:1a:43,90.27.76.219,RO85DKCE3618469991070074,2024-12-26 13:22:12,35513,956,120,661739,86e16089-f8e8-4fd4-b705-a9d67c0ebbe9
Izabela Tabacu,izabelatabacu,izabelatabacu@acasa.ro,4300224327041,1939-10-31,"Drumul Didina Dima Nr. 827, Onesti, 364915",0752 263 912,01:9d:86:ab:ad:3b,92.200.151.137,RO48SKCR6212279431887304,2024-05-02 02:58:14,8150,705,509,665494,7594f5ce-af72-45a6-9bec-09578c3d51a8
Teofil Preda,teofilpreda,teofilpreda@141.ro,3490127367332,2020-05-06,"Soseaua Oprea, Maieru, 470584",0763 254 938,bb:7d:cf:7a:8a:02,187.161.129.238,RO19FHXN3371855242184774,2024-12-17 05:35:12,28610,356,446,1438162,e0a74b78-793f-442a-a56c-d6adbcc43eae
Ligia Diaconu,ligiadiaconu,ligiadiaconu@post.ro,4420630099659,1978-01-20,"Intrarea Gheorghiu Nr. 98 Bl. 96  Sc. 99 Ap. 574, Maieru, 914456",0733 027 824,c7:a7:74:c4:36:c0,183.114.234.211,RO06AVXE0920420193493373,2024-12-22 03:46:11,3550,329,507,1033068,8c2010aa-da67-49ef-8faf-13707dbb2beb
Cipriana Aanei,ciprianaaanei,ciprianaaanei@post.ro,4180803329036,2006-07-31,"Intrarea Dumitrescu Nr. 615, Poiana Mare, 698175",0243 814 328,fb:86:7e:5d:bf:bf,27.134.61.235,RO48RJRJ0457192653649805,2024-09-27 00:54:57,22436,449,79,577458,c418c5ad-638e-4a1b-99f0-43a01c54cc87
Mitică Pop,miticăpop,miticăpop@zzup.ro,6950309184005,1965-02-04,"Strada Pușcașu, Salonta, 102543",0765 111 848,e7:a1:81:cf:6c:a8,139.4.119.15,RO46NEEY3215522664674940,2024-09-20 08:59:20,10006,318,705,1498994,5bbc459c-94f5-47ae-afc5-17252b1278b8
Delia Dima,deliadima,deliadima@141.ro,7661007457841,1948-11-01,"Aleea Florea, Fagaras, 142531",0731 346 665,99:c3:a7:ed:a4:87,1.178.251.208,RO09LXFC0031790641483067,2024-06-12 23:16:49,26976,520,671,1339378,958a7556-fbb4-42b7-ab71-2ba4e9108012
Adi Georgescu,adigeorgescu,adigeorgescu@141.ro,8150720244469,1923-08-10,"Drumul Nemeș, Baicoi, 953110",0255 893 143,ed:05:e5:00:9c:dd,223.194.250.54,RO46CBPT9967607011858343,2024-11-12 13:44:10,2117,699,196,1173549,5cf01b55-5e2f-436b-bc91-e63d88e31bb3
Romulus Albu,romulusalbu,romulusalbu@post.ro,2320826219211,2015-10-28,"Strada Stan Nr. 168 Bl. 58  Sc. 33 Ap. 229, Targu Jiu, 710769",0780 359 073,e1:73:39:ec:bc:c6,203.163.198.162,RO05QFAH0982850866638318,2024-10-03 10:23:04,22639,462,382,647807,c6f37552-9c8e-4d9b-94a8-ae582c7f3ca6
Smaranda Stancu,smarandastancu,smarandastancu@acasa.ro,2810413044972,1957-05-27,"Soseaua Popa, Barlad, 639328",0738 300 989,48:13:4c:05:1e:90,142.221.142.104,RO45ZTWB4933715703253952,2024-11-07 15:42:48,6819,29,672,265381,edce0183-2109-4933-8699-cc5ad302099f
Veta Gheorghiu,vetagheorghiu,vetagheorghiu@email.ro,5130910328968,2008-11-19,"Drumul Stănescu Nr. 303 Bl. 25  Sc. 44 Ap. 704, Buhusi, 105276",0235 397 622,c5:59:c0:22:92:14,137.121.252.107,RO96XGSB7054323930208112,2024-04-17 02:22:12,18272,875,88,30821,5a1393ff-dd4f-4cf3-81a7-dc228b4a76b6
Ion Voinea,ionvoinea,ionvoinea@kappa.ro,2191228259041,1941-01-24,"Drumul Florea Nr. 604 Bl. 89  Sc. 21 Ap. 388, Darmanesti, 133259",0238 488 279,4e:92:3f:78:7a:79,192.127.70.11,RO23QTQP5822107051151065,2025-04-05 01:26:36,21038,727,784,391320,24c25a42-11f2-44bb-8ba6-7072c36e03ce
Aureliana Mazilescu,aurelianamazilescu,aurelianamazilescu@acasa.ro,5080825364257,1939-12-07,"Aleea Dobre, Valea Mare (Negresti), 902987",0725 529 770,1a:6e:9c:e6:66:02,32.142.154.73,RO10BBXG7208105812380043,2025-02-19 08:02:09,16449,967,790,1168478,4d5d1c43-3ed0-48a0-9a79-167b42658115
Dorel Popescu,dorelpopescu,dorelpopescu@kappa.ro,3211105084166,2014-07-22,"Drumul Manole Popescu Nr. 43, Vaslui, 520245",0755 325 611,94:cc:8e:7f:51:f9,166.55.75.249,RO82LGFX4318429712234728,2024-06-02 11:55:52,7782,577,186,4166,98b04b64-e808-4d41-abb0-588849f8d6a5
Brândușa Dobre,brândușadobre,brândușadobre@141.ro,2280218018607,1966-06-05,"Strada Ioniță Nr. 951 Bl. 59  Sc. 86 Ap. 695, Plosca, 721578",0259 201 599,af:b3:a9:bd:48:77,180.52.68.159,RO95HKXT2261591553888647,2024-09-11 18:40:48,11129,640,189,366166,db7ff073-00a8-45c4-bd8e-4fa59ab09ef7
Octavian Cristea,octaviancristea,octaviancristea@gmail.com,5131225058688,1967-08-11,"Soseaua Casiana Barbu Nr. 427 Bl. 22  Sc. 17 Ap. 605, Satu Mare, 655498",0767 491 517,2f:b8:07:32:4e:f8,198.21.183.194,RO98IYSF5429867088655351,2024-09-20 20:40:51,222,245,120,1523218,b76db5e5-fd74-4040-b90a-572296f34843
Adina Oprea,adinaoprea,adinaoprea@zzup.ro,6790925381107,1909-09-30,"Bulevardul Aanei, Moinesti, 279185",0727 620 700,89:db:a7:16:fa:68,19.98.33.9,RO88FSYD1216920005325560,2025-03-25 01:18:03,4863,75,511,1796600,1aae7ae5-b8f2-464e-8aec-c285314cf364
Dorin Stoica,dorinstoica,dorinstoica@kappa.ro,6030522284849,2007-07-15,"Drumul Barbu, Strejnicu, 671088",0752 254 137,06:63:23:59:58:75,172.129.249.195,RO86KYCA0465485550990355,2024-04-26 22:50:17,13716,942,292,299191,01746029-0ecf-47e2-9867-b20ca89b21ec
Vicențiu Dima,vicențiudima,vicențiudima@email.ro,8860410177353,1930-12-24,"Drumul Florea, Zarnesti, 909139",0734 575 877,25:06:65:ba:3b:d1,163.50.31.248,RO39DKCY8919604469326470,2025-01-31 04:57:02,27519,709,57,1814228,ea3c323f-51db-47fe-97d5-b34fff926629
Octavian Manole,octavianmanole,octavianmanole@acasa.ro,5650818280969,1943-09-03,"Soseaua Nemeș Nr. 717, Pascani, 487508",0264 451 725,dd:b3:a2:2c:1c:3a,202.46.31.86,RO07DHXV3195472284018701,2024-07-01 22:04:58,5416,210,627,1477470,57b43d1f-7ac5-42cf-bb6e-e4b4693d1908
Mihai Toma,mihaitoma,mihaitoma@post.ro,8640925177642,1978-09-09,"Drumul Nichifor Pușcașu, Pechea, 991518",0755 416 241,9c:ea:65:ae:30:4d,155.161.201.30,RO18LDUT7837731960911994,2025-01-21 20:05:29,11057,815,359,925992,81d49c0d-0af1-47d3-93f5-a6607d7ab250
Elisabeta Ababei,elisabetaababei,elisabetaababei@zzup.ro,3410404083666,2015-12-14,"Strada Nistor, Mioveni, 887596",0769 906 059,06:d2:34:1c:43:1c,118.111.244.24,RO42PKET7689740339419129,2024-11-11 23:35:27,3120,110,740,456872,d4b9268d-33a2-467d-804e-bf4b65adf067
Robertina Barbu,robertinabarbu,robertinabarbu@post.ro,8000903217320,2010-12-18,"Soseaua Pompiliu Pușcașu, Braila, 762659",0257 804 692,9f:eb:41:c8:4e:9e,164.115.175.207,RO34AKXS6568824668615299,2024-08-01 11:16:43,23242,949,636,1119617,0853235a-831f-46c2-8d8f-9edc13aa7868
Decebal Ardelean,decebalardelean,decebalardelean@acasa.ro,8850424346277,2014-10-28,"Strada Florentin Florea, Campia Turzii, 145658",0732 769 389,48:cc:10:f2:ea:19,48.50.158.121,RO49XHJW8282720717220232,2024-07-12 06:58:44,25942,181,38,554182,59fc70a3-9966-4a32-8d00-fe8be9ba8930
Cosmina Stoica,cosminastoica,cosminastoica@kappa.ro,5630718077009,2017-04-20,"Aleea Mazilescu, Tudora, 274605",0726 189 471,72:8d:12:44:7b:00,92.60.69.135,RO19DVNJ7833326645115512,2024-07-03 15:52:25,21955,848,201,1325817,62412cc0-968d-453b-9768-27aee50eb53b
Antonela Ionescu,antonelaionescu,antonelaionescu@email.ro,2550524070200,1977-01-27,"Intrarea Ene Nr. 437 Bl. 29  Sc. 58 Ap. 244, Vicovu de Jos, 648392",0267 637 072,bb:ce:72:9e:5a:63,177.187.197.91,RO80YBFY8228345169589968,2025-03-22 08:52:19,10592,370,28,559307,b0f5eff8-849c-4f23-b8ce-c27e4c074de9
Minodora Pop,minodorapop,minodorapop@email.ro,3970917254676,1988-03-30,"Soseaua Eftimie Nr. 488 Bl. 68  Sc. 17 Ap. 355, Calafat, 134195",0721 797 307,b8:5a:e7:3e:32:dc,216.223.90.128,RO68KSEK2906367702497249,2024-07-08 07:36:04,11757,506,743,1712451,4aba765b-d6b7-4a55-94c2-7c9a127dd902
Severin Suciu,severinsuciu,severinsuciu@kappa.ro,4980729247311,1919-11-03,"Bulevardul Manole, Gaesti, 481938",0254 019 842,2b:e6:3a:91:c0:28,131.210.70.216,RO14FXYJ4709774049173711,2025-03-05 19:21:28,1589,861,676,1182916,64bab24f-5f82-4c45-b26c-6f7e5f772eb9
Ionela Suciu,ionelasuciu,ionelasuciu@kappa.ro,2020225395211,1924-09-30,"Bulevardul Nicuță Mazilescu Nr. 87 Bl. 15  Sc. 78 Ap. 168, Tasnad, 819023",0268 854 425,9d:c6:47:1d:b0:da,38.145.97.68,RO20BADW8379576712605874,2024-06-01 09:57:40,15979,199,797,1107432,892433bd-f0a2-4101-91d1-3071d182f0ed
Gicu Stan,gicustan,gicustan@gmail.com,3410121139579,1939-12-06,"Strada Ariana Pușcașu Nr. 471, Intorsura Buzaului, 106703",0242 131 231,c5:13:f7:04:a5:39,49.204.102.182,RO41EQAR8022213870326079,2025-03-31 19:00:54,15217,115,583,253027,77d2f858-5e03-40d3-958c-58218027f8d6
Gregorian Gheorghiu,gregoriangheorghiu,gregoriangheorghiu@email.ro,7741231426028,1969-02-03,"Soseaua Toma, Maieru, 871401",0736 157 475,09:fa:e9:24:52:d1,80.25.174.105,RO88ZCNI2390764094105325,2024-07-23 17:56:46,25813,491,15,1808800,3bf791f1-a424-43bd-8ef8-50bf2ac97a91
Codruța Preda,codruțapreda,codruțapreda@post.ro,1290505329881,2013-10-24,"Intrarea Suciu, Gaesti, 999026",0236 872 080,4c:04:48:e8:39:45,83.7.241.237,RO34AKWO4425268200732889,2024-07-21 16:03:35,32312,726,254,514913,57542686-d9c7-475d-99ab-2f75861e900d
Todor Diaconu,todordiaconu,todordiaconu@kappa.ro,5700222419499,1977-07-13,"Bulevardul Georgescu, Harsova, 804397",0257 361 757,f7:7d:ab:ff:22:cb,189.139.171.246,RO98QRRW3721615909446944,2024-07-16 06:59:13,7715,219,90,549020,2aaeee7f-dfbb-41a0-8be8-681957eeea82
Axenia Stancu,axeniastancu,axeniastancu@kappa.ro,3000321520577,1928-08-30,"Soseaua Ionescu Nr. 12 Bl. 50  Sc. 52 Ap. 246, Tuzla, 588551",0724 809 253,fc:43:ba:ec:39:3f,176.161.251.2,RO75PIDR0356739428581124,2024-09-23 12:41:28,31580,405,239,194687,e037be98-9d21-4d11-a9da-c998a10147b8
Anaida Ardelean,anaidaardelean,anaidaardelean@zzup.ro,3770408245423,2013-05-14,"Drumul Ionescu Nr. 28, Curtea de Arges, 251530",0247 695 893,18:9d:5c:c5:90:81,190.48.22.114,RO55HRWM9020210090159784,2024-08-13 22:37:49,22750,417,586,513236,a4dfc041-1f91-47d1-aae2-360773a1c8cf
Viorela Tabacu,viorelatabacu,viorelatabacu@email.ro,2481020162260,1925-08-27,"Soseaua Ilona Cristea Nr. 712, Orsova, 180809",0765 160 825,32:52:aa:af:16:45,22.219.113.111,RO19DTXJ8626053941224624,2024-12-05 18:16:05,1342,988,159,1182104,d6962467-0377-481d-9218-37bab9535687
Silviu Dobre,silviudobre,silviudobre@email.ro,8011004040784,1997-09-23,"Strada Mocanu Nr. 340, Fieni, 300235",0729 338 954,ee:fe:29:07:f6:e1,47.146.220.189,RO68QDWX9699916407544590,2024-08-09 20:04:52,27394,652,35,320146,78258bd9-0028-4125-9433-819e3b61ff45
Marcu Georgescu,marcugeorgescu,marcugeorgescu@zzup.ro,1250525114294,1921-08-12,"Strada Voinea Nr. 283 Bl. 54  Sc. 43 Ap. 965, Lumina, 738093",0769 754 236,e6:35:ff:2b:81:e6,187.56.65.226,RO37MSWY8896416731408484,2024-11-23 10:40:21,8836,681,476,1788911,1ee46308-8f02-4daa-af8a-235db62d48b9
Anemona Nistor,anemonanistor,anemonanistor@kappa.ro,4010505441744,1933-03-09,"Intrarea Diaconescu, Gheorgheni, 105784",0729 561 229,99:64:fe:ad:49:cb,159.0.31.112,RO10DFTG1992285311932765,2024-12-15 13:02:56,20247,355,650,4689,dd7afc1b-9696-4b1e-83fe-f6f4688e4184
Romeo Diaconescu,romeodiaconescu,romeodiaconescu@email.ro,7940721274106,1962-02-25,"Strada Popa Nr. 25, Mogosoaia, 369235",0249 995 987,38:33:78:6f:57:63,159.61.215.83,RO63MAYK1398328633871068,2025-04-05 20:42:07,24170,958,534,18539,66278567-2557-48ca-b69b-801bafe7ba52
Giorgian Pop,giorgianpop,giorgianpop@gmail.com,8920722045359,1940-09-13,"Soseaua Jean Voinea, Targu Neamt, 331925",0236 175 036,9f:f9:74:23:b5:1a,164.92.99.28,RO69PNUQ0348485708296391,2024-11-19 04:20:18,32977,382,291,1944833,bf78efa8-d88f-4530-8aaf-7bab961b754f
Dalia Florea,daliaflorea,daliaflorea@kappa.ro,2501008311706,1996-01-09,"Intrarea Stan Nr. 94, Oradea, 894275",0736 622 872,e0:bc:49:56:28:3d,186.95.138.78,RO05AUYJ5390846203649892,2024-11-17 21:05:18,11210,851,710,195989,5f690900-d38c-4d54-a24c-811983363ef2
Daiana Pușcașu,daianapușcașu,daianapușcașu@gmail.com,5251005511341,1979-07-04,"Aleea Mocanu Nr. 125 Bl. 86  Sc. 42 Ap. 736, Sancraiu de Mures, 770829",0728 166 086,3e:6e:b0:94:e6:54,130.152.36.75,RO35YCJR6033630838908393,2025-02-06 19:17:00,932,792,415,1764381,10306a60-83fa-460a-b3b8-cc549c3512c6
Nicu Ardelean,nicuardelean,nicuardelean@email.ro,5590630302895,1998-02-05,"Drumul Stan Nr. 763, Vicovu de Sus, 259229",021 813 1030,ad:d9:6c:c8:32:48,134.220.82.184,RO66IAGB2010111512627115,2024-05-06 18:39:42,18052,641,253,1078633,49e8a06d-58bc-4ceb-a7ca-690ff358256c
Nae Dobre,naedobre,naedobre@post.ro,1811220306785,1941-04-19,"Strada Stoica Nr. 198, Apahida, 401686",0730 361 815,84:c8:da:52:9f:9a,4.98.253.171,RO23MXPT5020257211307979,2024-05-29 04:56:41,35841,9,654,1677820,7fc2c877-7e1d-481b-8b13-ec4474229dfd
